X	Y	Z	Layer
-35.672685	-10.160696	455.860221	5
-35.464045	-9.687435	455.858900	5
-35.254615	-9.214523	455.857554	5
-35.044838	-8.741766	455.856290	5
-34.833051	-8.269905	455.855506	5
-34.618643	-7.799228	455.855348	5
-34.404234	-7.328550	455.855189	5
-34.190571	-6.857537	455.855403	5
-33.979876	-6.385189	455.857098	5
-33.769213	-5.912826	455.858809	5
-33.559103	-5.440220	455.860796	5
-33.351561	-4.966486	455.864058	5
-33.145282	-4.492205	455.867946	5
-32.939051	-4.017901	455.871467	5
-32.733142	-3.543448	455.872571	5
-32.527732	-3.068782	455.869984	5
-32.322321	-2.594115	455.867398	5
-32.117125	-2.119357	455.864606	5
-31.912884	-1.644194	455.860906	5
-31.708693	-1.169009	455.857157	5
-31.506240	-0.693096	455.853830	5
-31.312797	-0.213430	455.852685	5
-31.124588	0.268323	455.852801	5
-30.936395	0.750082	455.852951	5
-30.748323	1.231888	455.853350	5
-30.560469	1.713779	455.854199	5
-30.372615	2.195670	455.855048	5
-30.184949	2.677632	455.856284	5
-29.998218	3.159949	455.859443	5
-29.811578	3.642301	455.862791	5
-29.624771	4.124588	455.866003	5
-29.436991	4.606502	455.868423	5
-29.248553	5.088162	455.870308	5
-29.060012	5.569781	455.872108	5
-28.870558	6.051043	455.873163	5
-28.679137	6.531529	455.872612	5
-28.487716	7.012014	455.872060	5
-28.296407	7.492544	455.871514	5
-28.105726	7.973324	455.870995	5
-27.915138	8.454140	455.870481	5
-27.724608	8.934979	455.869970	5
-27.534459	9.415969	455.869475	5
-27.344610	9.897078	455.868994	5
-27.154620	10.378131	455.868501	5
-26.963136	10.858588	455.867884	5
-26.767722	11.337463	455.866940	5
-26.572308	11.816338	455.865996	5
-26.376580	12.295083	455.865026	5
-26.178845	12.773004	455.863888	5
-25.980706	13.250757	455.862717	5
-25.782672	13.728554	455.861748	5
-25.585421	14.206675	455.862301	5
-25.388897	14.685092	455.864261	5
-25.192380	15.163512	455.866235	5
-24.995955	15.641969	455.868388	5
-24.799835	16.120548	455.871130	5
-24.603715	16.599127	455.873873	5
-24.407289	17.077581	455.876291	5
-24.208602	17.555107	455.876317	5
-24.009330	18.032390	455.875723	5
-23.810047	18.509668	455.875125	5
-23.610679	18.986911	455.874506	5
-23.411219	19.464115	455.873863	5
-23.211754	19.941317	455.873226	5
-23.012207	20.418485	455.872705	5
-22.812309	20.895506	455.872684	5
-22.612411	21.372527	455.872663	5
-22.412518	21.849551	455.872649	5
-22.212670	22.326593	455.872696	5
-22.012837	22.803641	455.872762	5
-21.813008	23.280692	455.872834	5
-21.613229	23.757763	455.872973	5
-21.413513	24.234860	455.873195	5
-21.213806	24.711961	455.873412	5
-21.014352	25.189168	455.873481	5
-20.816437	25.667015	455.872654	5
-20.618523	26.144862	455.871827	5
-20.420683	26.622739	455.870957	5
-20.223605	27.100930	455.869643	5
-20.026830	27.579246	455.868154	5
-19.829902	28.057499	455.866713	5
-19.631115	28.534982	455.865870	5
-19.429502	29.011281	455.865936	5
-19.227887	29.487579	455.866002	5
-19.026088	29.963799	455.866094	5
-18.822495	30.439255	455.866442	5
-18.618901	30.914710	455.866791	5
-18.414919	31.389997	455.867107	5
-18.206068	31.863166	455.867010	5
-17.994885	32.335300	455.866716	5
-17.783757	32.807458	455.866437	5
-17.573462	33.279988	455.866402	5
-17.364695	33.753195	455.866813	5
-17.155927	34.226401	455.867223	5
-16.947344	34.699688	455.867688	5
-16.741397	35.174127	455.868920	5
-16.535521	35.648598	455.870172	5
-16.329738	36.123108	455.871352	5
-16.125435	36.598259	455.871374	5
-15.921984	37.073776	455.870729	5
-15.718548	37.549299	455.870074	5
-15.515379	38.024935	455.869237	5
-15.312810	38.500827	455.867992	5
-15.110242	38.976718	455.866746	5
-14.907764	39.452649	455.865524	5
-14.707026	39.929316	455.864751	5
-14.506412	40.406036	455.864011	5
-14.305906	40.882802	455.863282	5
-14.107750	41.360549	455.862818	5
-13.911205	41.838961	455.862534	5
-13.714764	42.317416	455.862262	5
-13.521096	42.796997	455.862301	5
-13.335255	43.279668	455.863214	5
-13.149413	43.762338	455.864126	5
-12.963380	44.244933	455.865028	5
-12.771965	44.725421	455.865649	5
-12.579908	45.205652	455.866236	5
-12.387714	45.685828	455.866817	5
-12.190918	46.164137	455.867155	5
-11.990404	46.640899	455.867298	5
-11.789826	47.117635	455.867435	5
-11.586560	47.593228	455.867330	5
-11.373518	48.064525	455.866341	5
-11.160477	48.535822	455.865353	5
-10.947341	49.007076	455.864357	5
-10.729308	49.476083	455.863000	5
-10.510440	49.944702	455.861581	5
-10.291578	50.413323	455.860173	5
-10.073214	50.882178	455.859473	5
-9.855330	51.351257	455.859456	5
-9.637445	51.820336	455.859447	5
-9.419515	52.289392	455.860274	5
-9.201362	52.758319	455.865313	5
-8.983210	53.227246	455.870353	5
-8.765056	53.696173	455.875409	5
-8.546667	54.164912	455.885282	5
-8.328226	54.633604	455.896262	5
-8.109785	55.102295	455.907241	5
-8.466544	55.363284	455.908358	5
-8.983614	55.374226	455.903160	5
-9.500685	55.385169	455.897962	5
-10.017755	55.396112	455.892764	5
-10.534825	55.407055	455.887566	5
-11.051896	55.417998	455.882368	5
-11.568966	55.428940	455.877170	5
-12.086036	55.439883	455.871972	5
-12.603107	55.450826	455.866774	5
-13.120177	55.461769	455.861576	5
-13.637247	55.472711	455.856378	5
-14.154318	55.483654	455.851180	5
-14.671388	55.494597	455.845982	5
-15.188458	55.505540	455.840784	5
-15.705529	55.516483	455.835586	5
-16.222599	55.527425	455.830388	5
-16.739669	55.538368	455.825190	5
-17.256740	55.549311	455.819992	5
-17.773810	55.560254	455.814794	5
-18.290880	55.571196	455.809596	5
-18.807951	55.582139	455.804398	5
-19.325021	55.593082	455.799200	5
-19.842091	55.604025	455.794002	5
-20.359162	55.614968	455.788804	5
-20.876232	55.625910	455.783606	5
-21.393302	55.636853	455.778408	5
-21.910373	55.647796	455.773210	5
-22.427443	55.658739	455.768012	5
-22.944093	55.651712	455.760824	5
-23.391012	55.471024	455.735214	5
-23.748731	55.100261	455.689600	5
-24.103634	54.726128	455.651035	5
-24.444098	54.338085	455.645021	5
-24.770543	53.937652	455.669430	5
-25.078678	53.523665	455.691394	5
-25.325415	53.071860	455.705390	5
-25.524595	52.594605	455.713328	5
-25.724252	52.117542	455.720796	5
-25.925057	51.640944	455.727136	5
-26.126551	51.164629	455.732797	5
-26.329154	50.688776	455.737363	5
-26.533981	50.213858	455.739729	5
-26.739819	49.739371	455.741094	5
-26.943013	49.263760	455.742847	5
-27.141569	48.786187	455.745283	5
-27.338656	48.308004	455.747935	5
-27.534001	47.829115	455.750841	5
-27.726596	47.349110	455.754149	5
-27.918690	46.868905	455.757530	5
-28.107743	46.387505	455.759885	5
-28.292372	45.904370	455.760748	5
-28.476699	45.421119	455.761509	5
-28.660171	44.937543	455.761982	5
-28.842529	44.453546	455.762082	5
-29.024981	43.969583	455.762440	5
-29.207990	43.485837	455.764338	5
-29.391612	43.002331	455.767932	5
-29.575293	42.518848	455.771693	5
-29.759203	42.035458	455.776088	5
-29.943321	41.552152	455.781060	5
-30.128200	41.069131	455.785055	5
-30.315284	40.586946	455.786220	5
-30.503968	40.105380	455.785324	5
-30.693178	39.624023	455.783748	5
-30.883647	39.143171	455.780542	5
-31.074818	38.662603	455.776428	5
-31.268003	38.182851	455.772136	5
-31.465397	37.704813	455.767474	5
-31.664467	37.227470	455.762665	5
-31.863959	36.750302	455.757955	5
-32.064248	36.273467	455.753432	5
-32.264739	35.796715	455.748957	5
-32.464198	35.319525	455.746064	5
-32.661852	34.841570	455.745934	5
-32.859291	34.363526	455.746131	5
-33.056544	33.885405	455.746313	5
-33.253491	33.407158	455.746473	5
-33.450389	32.928891	455.746630	5
-33.646855	32.450446	455.746755	5
-33.842731	31.971759	455.746837	5
-34.038317	31.492954	455.746997	5
-34.232492	31.013577	455.747535	5
-34.425095	30.533564	455.748494	5
-34.617297	30.053392	455.749560	5
-34.808088	29.572659	455.751004	5
-34.997627	29.091431	455.752782	5
-35.187676	28.610408	455.755016	5
-35.379191	28.129973	455.758561	5
-35.571704	27.649945	455.763000	5
-35.764805	27.170159	455.767967	5
-35.959375	26.690982	455.774252	5
-36.154675	26.212110	455.781194	5
-36.349666	25.733131	455.789208	5
-36.543961	25.253915	455.799642	5
-36.738024	24.774622	455.810881	5
-36.931851	24.295254	455.822929	5
-37.125186	23.815732	455.836674	5
-37.318429	23.336183	455.850732	5
-37.508795	22.855448	455.862194	5
-37.693443	22.372360	455.868494	5
-37.877729	21.889130	455.874469	5
-38.061134	21.405558	455.879654	5
-38.243011	20.921394	455.883472	5
-38.424898	20.437234	455.887315	5
-38.606842	19.953097	455.891321	5
-38.788867	19.468992	455.895553	5
-38.970893	18.984887	455.899790	5
-39.152927	18.500786	455.904050	5
-39.334969	18.016688	455.908333	5
-39.517185	17.532653	455.910262	5
-39.699980	17.048883	455.904032	5
-39.883234	16.565399	455.890984	5
-40.066505	16.081929	455.877695	5
-40.249821	15.598496	455.863683	5
-40.433165	15.115087	455.849226	5
-40.625300	14.635342	455.833804	5
-40.841116	14.165713	455.815780	5
-41.066820	13.700739	455.796665	5
-41.291138	13.235029	455.779674	5
-41.511973	12.767479	455.768011	5
-41.731896	12.299465	455.757733	5
-41.947141	11.829350	455.753956	5
-42.151212	11.354246	455.765690	5
-42.353957	10.878619	455.779187	5
-42.554518	10.402059	455.791852	5
-42.750142	9.923391	455.802638	5
-42.945486	9.444606	455.813319	5
-43.138292	8.964785	455.823040	5
-43.326641	8.483153	455.831075	5
-43.515208	8.001600	455.838608	5
-43.704966	7.520486	455.843409	5
-43.896328	7.039978	455.844518	5
-44.087898	6.559553	455.845144	5
-44.280338	6.079479	455.843749	5
-44.473667	5.599770	455.840284	5
-44.667100	5.120100	455.838137	5
-44.860899	4.640581	455.840713	5
-45.054965	4.161197	455.846853	5
-45.248949	3.681783	455.853252	5
-45.442667	3.202274	455.860487	5
-45.636242	2.722714	455.868165	5
-45.826061	2.241686	455.872667	5
-46.004499	1.756267	455.867562	5
-46.179000	1.269453	455.859170	5
-46.353502	0.782640	455.850777	5
-46.528004	0.295827	455.842385	5
-46.702505	-0.190987	455.833993	5
-46.883865	-0.675139	455.825996	5
-47.084472	-1.151812	455.819110	5
-47.285969	-1.628112	455.812316	5
-47.487195	-2.104534	455.806133	5
-47.687796	-2.581236	455.801363	5
-47.887046	-3.058503	455.797345	5
-48.076623	-3.539572	455.798670	5
-48.249460	-4.026938	455.809188	5
-48.422296	-4.514304	455.819706	5
-48.595132	-5.001669	455.830224	5
-48.767969	-5.489035	455.840742	5
-48.940607	-5.976499	455.848823	5
-49.112360	-6.464321	455.846305	5
-49.283235	-6.952334	455.833892	5
-49.454092	-7.440347	455.821281	5
-49.624876	-7.928366	455.807892	5
-49.795612	-8.416387	455.793989	5
-49.980056	-8.898438	455.775504	5
-50.214609	-9.357834	455.740203	5
-50.470175	-9.805479	455.697678	5
-50.747792	-10.237420	455.659106	5
-51.100636	-10.614548	455.634198	5
-51.469589	-10.976378	455.612715	5
-51.856383	-11.315192	455.600973	5
-52.299947	-11.580485	455.620303	5
-52.746790	-11.840011	455.641805	5
-53.207974	-12.065490	455.674905	5
-53.701929	-12.205993	455.736352	5
-54.196831	-12.343889	455.795741	5
-54.697566	-12.463033	455.840407	5
-55.207271	-12.548837	455.859027	5
-55.718132	-12.626309	455.875977	5
-56.233272	-12.659438	455.884033	5
-56.750020	-12.637720	455.881079	5
-57.266722	-12.615134	455.877446	5
-57.783210	-12.588694	455.870801	5
-58.299480	-12.558894	455.861528	5
-58.815853	-12.532037	455.850985	5
-59.332595	-12.517194	455.835261	5
-59.849408	-12.509637	455.816400	5
-60.366302	-12.502800	455.802925	5
-60.883426	-12.498749	455.810296	5
-61.400397	-12.495789	455.825813	5
-61.917310	-12.489054	455.840334	5
-62.433986	-12.468181	455.851122	5
-62.950547	-12.444240	455.861097	5
-63.466992	-12.433086	455.869299	6
-63.982946	-12.469050	455.870963	6
-64.498678	-12.508131	455.872289	6
-65.014708	-12.541037	455.876556	6
-65.531562	-12.554942	455.889872	6
-66.048443	-12.567466	455.903225	6
-66.565310	-12.568094	455.916897	6
-67.081730	-12.543330	455.931236	6
-67.598295	-12.522416	455.944092	6
-68.115110	-12.525741	455.947602	6
-68.630714	-12.565143	455.937185	6
-69.146543	-12.596993	455.924293	6
-69.662517	-12.588149	455.898110	6
-70.175633	-12.536883	455.858206	6
-70.689439	-12.492405	455.822363	6
-71.206088	-12.480321	455.805911	6
-71.723197	-12.490102	455.802573	6
-72.240086	-12.504860	455.801211	6
-72.755894	-12.541866	455.808679	6
-73.270913	-12.588121	455.819822	6
-73.786185	-12.631159	455.827472	6
-74.302521	-12.660184	455.819904	6
-74.818971	-12.685977	455.808837	6
-75.335502	-12.706716	455.803482	6
-75.852351	-12.705656	455.822768	6
-76.369129	-12.702918	455.843793	6
-76.886012	-12.701494	455.859328	6
-77.403194	-12.704852	455.854875	6
-77.920372	-12.708815	455.850676	6
-78.437440	-12.718570	455.848912	6
-78.954094	-12.742247	455.853001	6
-79.470802	-12.763938	455.858196	6
-79.987644	-12.771458	455.871280	6
-80.503955	-12.755601	455.897350	6
-81.020371	-12.742000	455.921914	6
-81.537285	-12.742370	455.937148	6
-82.054223	-12.758570	455.941796	6
-82.571180	-12.773951	455.944615	6
-83.088209	-12.784624	455.936919	6
-83.605132	-12.791664	455.921119	6
-84.122102	-12.797928	455.907846	6
-84.639299	-12.799883	455.908604	6
-85.156452	-12.799662	455.916444	6
-85.673605	-12.799442	455.924275	6
-86.190759	-12.799226	455.932057	6
-86.707912	-12.799011	455.939825	6
-87.225075	-12.798708	455.946582	6
-87.742285	-12.797920	455.947797	6
-88.259496	-12.797065	455.948253	6
-88.776707	-12.796626	455.948277	6
-89.293910	-12.798489	455.945904	6
-89.811110	-12.800802	455.943480	6
-90.328184	-12.809003	455.940535	6
-90.844632	-12.836723	455.935864	6
-91.361134	-12.863253	455.931202	6
-91.878003	-12.878862	455.926630	6
-92.395139	-12.871196	455.922253	6
-92.912259	-12.862902	455.917406	6
-93.429218	-12.849637	455.908842	6
-93.945846	-12.829332	455.895014	6
-94.462554	-12.811759	455.882882	6
-94.979679	-12.814549	455.883393	6
-95.496262	-12.836746	455.895955	6
-96.012865	-12.858138	455.908878	6
-96.529607	-12.873746	455.924397	6
-97.046395	-12.885783	455.941517	6
-97.563164	-12.899365	455.957044	6
-98.079766	-12.924043	455.961135	6
-98.596177	-12.952811	455.961003	6
-99.112650	-12.975908	455.960302	6
-99.629515	-12.957785	455.955472	6
-100.146061	-12.932150	455.949890	6
-100.662685	-12.909455	455.945412	6
-101.179884	-12.908493	455.949083	6
-101.697079	-12.908678	455.953149	6
-102.214174	-12.913700	455.958385	6
-102.730550	-12.941093	455.969029	6
-103.246956	-12.967964	455.979472	6
-103.763654	-12.988611	455.987530	6
-104.280850	-12.992455	455.989148	6
-104.798046	-12.996176	455.990432	6
-105.315243	-12.998618	455.988230	6
-105.832390	-12.998852	455.980017	6
-106.349541	-12.999075	455.972168	6
-106.866735	-12.999195	455.967967	6
-107.383947	-12.999197	455.967924	6
-107.901134	-13.000777	455.967767	6
-108.418041	-13.018091	455.966479	6
-108.934430	-13.047171	455.964345	6
-109.450890	-13.073018	455.963097	6
-109.967974	-13.066155	455.970808	6
-110.484576	-13.044022	455.982694	6
-111.001231	-13.023533	455.993775	6
-111.518421	-13.019966	455.996576	6
-112.035632	-13.020747	455.997249	6
-112.552789	-13.023593	455.997300	6
-113.069356	-13.048543	455.990684	6
-113.585816	-13.075478	455.983470	6
-114.102382	-13.099411	455.977199	6
-114.619593	-13.099375	455.978453	6
-115.136803	-13.099339	455.979726	6
-115.654013	-13.099294	455.981335	6
-116.171217	-13.099213	455.984218	6
-116.688422	-13.099137	455.986974	6
-117.205632	-13.099115	455.987811	6
-117.722833	-13.099215	455.984378	6
-118.240034	-13.099427	455.981103	6
-118.757241	-13.101297	455.980223	6
-119.274430	-13.105508	455.982724	6
-119.791606	-13.110231	455.985626	6
-120.308578	-13.122863	455.994755	6
-120.825197	-13.142710	456.009563	6
-121.341840	-13.161790	456.022744	6
-121.858822	-13.168364	456.009426	6
-122.375242	-13.167702	455.980815	6
-122.891450	-13.166996	455.949965	6
-123.404008	-13.165547	455.880815	6
-123.914708	-13.163853	455.799020	6
-124.423907	-13.171818	455.719223	6
-124.905484	-13.355297	455.675776	6
-125.378445	-13.561296	455.638857	6
-125.851319	-13.749263	455.639168	6
-126.276845	-13.777057	455.931851	6
-126.702371	-13.804851	456.224534	6
-127.127898	-13.832645	456.517217	6
-127.553424	-13.860439	456.809900	6
-127.978950	-13.888233	457.102583	6
-128.404476	-13.916028	457.395266	6
-128.830003	-13.943822	457.687949	6
-129.255529	-13.971616	457.980632	6
-129.681055	-13.999410	458.273315	6
-130.106581	-14.027204	458.565998	6
-130.532108	-14.054998	458.858681	6
-130.957634	-14.082793	459.151365	6
-131.383160	-14.110587	459.444048	6
-131.808686	-14.138381	459.736731	6
-132.234213	-14.166175	460.029414	6
-132.659739	-14.193969	460.322097	6
-133.085265	-14.221763	460.614780	6
-133.510791	-14.249558	460.907463	6
-133.936318	-14.277352	461.200146	6
-134.361844	-14.305146	461.492829	6
-134.787370	-14.332940	461.785512	6
-135.212896	-14.360734	462.078195	6
-135.638423	-14.388528	462.370878	6
-136.063949	-14.416323	462.663561	6
-136.489475	-14.444117	462.956245	6
-136.915001	-14.471911	463.248928	6
-137.340528	-14.499705	463.541611	6
-137.766054	-14.527499	463.834294	6
-138.191580	-14.555293	464.126977	6
-138.617106	-14.583088	464.419660	6
-139.042633	-14.610882	464.712343	6
-139.468159	-14.638676	465.005026	6
-139.893685	-14.666470	465.297709	6
-140.319211	-14.694264	465.590392	6
-140.744738	-14.722058	465.883075	6
-141.170264	-14.749853	466.175758	6
-141.595790	-14.777647	466.468441	6
-142.021316	-14.805441	466.761124	6
-142.446843	-14.833235	467.053808	6
-142.872369	-14.861029	467.346491	6
-143.297895	-14.888823	467.639174	6
-143.723421	-14.916618	467.931857	6
-144.148948	-14.944412	468.224540	6
-144.574474	-14.972206	468.517223	6
-145.000000	-15.000000	468.809906	6
